2018/05/31 00:00:01,27.40580647,48.6099374377,1009.64675915
2018/05/31 00:10:01,27.2593635703,47.6193283695,1009.56172575
2018/05/31 00:20:01,27.5169012469,45.1829801587,1009.53437498
2018/05/31 00:30:01,27.4866026574,43.8253106131,1009.61988623
2018/05/31 00:40:01,26.2595185887,46.6322064408,1009.52821454
2018/05/31 00:50:01,25.4970182158,47.6647109128,1009.43103068
2018/05/31 01:00:01,27.5875979964,54.0535685186,1009.18850845
2018/05/31 07:40:01,27.663344577,54.0019686982,1009.31750936
2018/05/31 07:50:02,27.4714533666,53.4915136577,1009.12784641
2018/05/31 08:00:01,28.0875266387,53.9397953477,1009.24393879
2018/05/31 08:10:01,28.3349671231,52.9429276312,1009.30819174
2018/05/31 08:20:01,28.486461642,51.6717125003,1009.37377713
2018/05/31 08:30:01,28.4713121784,51.2071236879,1009.29305572
2018/05/31 08:40:02,28.4763619993,50.912869591,1009.27418085
2018/05/31 08:50:01,28.446063078,50.6623118406,1009.41489183
2018/05/31 09:00:01,28.4965612859,50.2497219659,1009.28108688
2018/05/31 09:10:01,28.4915114638,50.0748424496,1009.08020615
2018/05/31 09:20:01,28.5268602247,49.8962571755,1009.16782338
2018/05/31 09:30:01,28.5319100488,49.7366493763,1009.06653091
2018/05/31 09:40:01,28.5571591739,49.512746623,1008.86223969
2018/05/31 09:50:01,28.5824083062,49.143971036,1008.85024299
2018/05/31 10:00:01,28.6228069331,48.800536404,1009.00138629
2018/05/31 10:10:01,28.5975577891,48.340219444,1009.01338202
2018/05/31 10:20:01,28.5925079612,48.2901188919,1009.05973891
2018/05/31 10:30:01,28.6228069331,47.8413055642,1009.27613897
2018/05/31 10:40:01,28.6581557469,47.6173966855,1008.97909084
2018/05/31 10:50:01,28.6682554106,46.9429343107,1009.10617986
2018/05/31 11:00:01,28.6783550754,46.9081999303,1009.15083979
2018/05/31 11:10:01,28.7036042427,46.6988753955,1009.16631827
2018/05/31 11:20:01,28.733903253,46.4046374999,1009.16290645
2018/05/31 11:30:01,28.7238035817,46.7843670572,1009.11824471
2018/05/31 11:40:01,28.7389530891,46.4997600298,1009.17149752
2018/05/31 11:50:01,28.6884547414,46.3535435018,1009.38784858
2018/05/31 12:00:01,28.7036042427,46.0289066846,1009.33119158
2018/05/31 12:10:01,28.6884547414,45.8135423855,1009.25045719
2018/05/31 12:20:01,28.7238035817,45.5092881291,1009.2006838
2018/05/31 12:30:02,28.7137039116,45.6490929923,1009.34837701
2018/05/31 12:40:01,28.7288534172,45.4543853594,1009.34667533
2018/05/31 12:50:01,28.7440029254,45.3947003222,1009.4823765
2018/05/31 13:00:01,28.0218792806,43.875362559,1009.57137337
2018/05/31 13:10:01,27.3906571932,45.1054034942,1009.40157052
2018/05/31 13:20:01,27.1937168326,44.8668044639,1009.25796821
2018/05/31 13:30:02,26.936180106,44.467663112,1009.36727577
2018/05/31 13:40:01,26.936180106,44.8313976278,1009.2576688
2018/05/31 13:50:01,26.890732527,45.8615216759,1009.39942135
2018/05/31 14:00:01,26.7998374396,45.6004292861,1009.38148516
2018/05/31 14:10:01,26.6432961213,46.433007743,1009.52551205
2018/05/31 14:20:01,26.5574510009,46.1671247288,1009.76255003
2018/05/31 14:30:02,26.5473515805,46.8584890034,1009.6084005
2018/05/31 14:40:01,26.4160592213,47.5065547511,1009.71307769
2018/05/31 14:50:01,26.3504131155,46.4952828529,1009.60111423
2018/05/31 15:00:01,26.1282266608,46.683513415,1009.27693706
2018/05/31 15:10:01,25.8555440547,47.2774986774,1009.4958391
2018/05/31 15:20:01,25.8050473689,47.1867278251,1009.79262616
2018/05/31 15:30:02,25.8504943848,47.734273712,1009.76076996
2018/05/31 15:40:01,25.9110904426,47.4230649564,1009.70003629
2018/05/31 15:50:01,25.7040540846,47.1492345649,1009.51088184
2018/05/31 16:00:01,25.8201963715,45.5278985092,1009.46288739
2018/05/31 16:10:01,25.7192030698,45.1877036333,1009.86491808
2018/05/31 16:20:01,25.4717699726,43.7715553589,1009.63398706
2018/05/31 16:30:01,24.734524479,45.9285899884,1009.87778222
2018/05/31 16:40:01,24.810268593,45.4941986345,1009.54292396
2018/05/31 16:50:01,24.9062112316,45.6402761633,1009.73408248
2018/05/31 17:00:01,24.5173917148,44.7142370978,1009.75254653
2018/05/31 17:10:01,24.4769949809,44.401148459,1010.17484044
2018/05/31 17:20:02,24.5173917148,43.7031203441,1010.10740328
2018/05/31 17:30:01,24.4769949809,43.0033469949,1010.28402102
2018/05/31 17:40:01,24.2144166642,43.3503133536,1010.18990812
2018/05/31 17:50:01,24.5476892775,44.3183984325,1010.13188517
2018/05/31 18:00:01,24.2295653918,44.3611728913,1010.18852227
2018/05/31 18:10:01,24.2952099086,44.2833160367,1010.35532437
2018/05/31 18:20:02,24.6436316285,44.1320315807,1010.54158245
2018/05/31 18:30:01,24.5476892775,44.2192643607,1010.48676297
2018/05/31 18:40:01,24.6537308294,44.6032259163,1010.55884772
2018/05/31 18:50:01,24.719375664,45.3036780086,1010.80760601
2018/05/31 19:00:01,24.6082844343,44.7955491459,1010.78146818
2018/05/31 19:10:01,25.1940397775,46.4558559656,1010.79956614
2018/05/31 19:20:02,25.5374154201,47.0107081714,1010.70298671
2018/05/31 19:30:01,25.7091037461,45.1626334075,1010.83224336
2018/05/31 19:40:01,25.5626636822,45.2884503263,1011.1289273
2018/05/31 19:50:01,25.4616706774,45.6734079617,1011.06567314
2018/05/31 20:00:01,25.5374154201,45.1637135002,1010.9490636
2018/05/31 20:10:01,25.5475147241,44.9950773621,1011.04835003
